Germplasm Name,Germplasm GID,Test (T) or Check (C),Exp Title ,Exp Description,Exp Unit,Exp Type,Env,Env Location,Env Year,Exp Unit ID,Exp Replicate #,Exp Block #,Row,Column,Lat,Long,Elevation,RTK,Treatment Factors,ObsUnitID
Germplas3009,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2893,New Location DRP2888,2001,12272,1,2,4,5,,,,,Jam application,
Germplas3010,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2894,New Location DRP2889,2001,12273,1,2,4,5,,,,,Jam application,
Germplas3011,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2895,New Location DRP2890,2001,12274,1,2,4,5,,,,,Jam application,
Germplas3012,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2896,New Location DRP2891,2001,12275,1,2,4,5,,,,,Jam application,
Germplas3013,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2897,New Location DRP2892,2001,12276,1,2,4,5,,,,,Jam application,
Germplas3014,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2898,New Location DRP2893,2001,12277,1,2,4,5,,,,,Jam application,
Germplas3015,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2899,New Location DRP2894,2001,12278,1,2,4,5,,,,,Jam application,
Germplas3016,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2900,New Location DRP2895,2001,12279,1,2,4,5,,,,,Jam application,
Germplas3017,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2901,New Location DRP2896,2001,12280,1,2,4,5,,,,,Jam application,
Germplas3018,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2902,New Location DRP2897,2001,12281,1,2,4,5,,,,,Jam application,
Germplas3019,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2903,New Location DRP2898,2001,12282,1,2,4,5,,,,,Jam application,
Germplas3020,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2904,New Location DRP2899,2001,12283,1,2,4,5,,,,,Jam application,
Germplas3021,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2905,New Location DRP2900,2001,12284,1,2,4,5,,,,,Jam application,
Germplas3022,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2906,New Location DRP2901,2001,12285,1,2,4,5,,,,,Jam application,
Germplas3023,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2907,New Location DRP2902,2001,12286,1,2,4,5,,,,,Jam application,
Germplas3024,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2908,New Location DRP2903,2001,12287,1,2,4,5,,,,,Jam application,
Germplas3025,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2909,New Location DRP2904,2001,12288,1,2,4,5,,,,,Jam application,
Germplas3026,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2910,New Location DRP2905,2001,12289,1,2,4,5,,,,,Jam application,
Germplas3027,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2911,New Location DRP2906,2001,12290,1,2,4,5,,,,,Jam application,
Germplas3028,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2912,New Location DRP2907,2001,12291,1,2,4,5,,,,,Jam application,
Germplas3029,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2913,New Location DRP2908,2001,12292,1,2,4,5,,,,,Jam application,
Germplas3030,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2914,New Location DRP2909,2001,12293,1,2,4,5,,,,,Jam application,
Germplas3031,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2915,New Location DRP2910,2001,12294,1,2,4,5,,,,,Jam application,
Germplas3032,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2916,New Location DRP2911,2001,12295,1,2,4,5,,,,,Jam application,
Germplas3033,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2917,New Location DRP2912,2001,12296,1,2,4,5,,,,,Jam application,
Germplas3034,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2918,New Location DRP2913,2001,12297,1,2,4,5,,,,,Jam application,
Germplas3035,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2919,New Location DRP2914,2001,12298,1,2,4,5,,,,,Jam application,
Germplas3036,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2920,New Location DRP2915,2001,12299,1,2,4,5,,,,,Jam application,
Germplas3037,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2921,New Location DRP2916,2001,12300,1,2,4,5,,,,,Jam application,
Germplas3038,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2922,New Location DRP2917,2001,12301,1,2,4,5,,,,,Jam application,
Germplas3039,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2923,New Location DRP2918,2001,12302,1,2,4,5,,,,,Jam application,
Germplas3040,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2924,New Location DRP2919,2001,12303,1,2,4,5,,,,,Jam application,
Germplas3041,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2925,New Location DRP2920,2001,12304,1,2,4,5,,,,,Jam application,
Germplas3042,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2926,New Location DRP2921,2001,12305,1,2,4,5,,,,,Jam application,
Germplas3043,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2927,New Location DRP2922,2001,12306,1,2,4,5,,,,,Jam application,
Germplas3044,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2928,New Location DRP2923,2001,12307,1,2,4,5,,,,,Jam application,
Germplas3045,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2929,New Location DRP2924,2001,12308,1,2,4,5,,,,,Jam application,
Germplas3046,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2930,New Location DRP2925,2001,12309,1,2,4,5,,,,,Jam application,
Germplas3047,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2931,New Location DRP2926,2001,12310,1,2,4,5,,,,,Jam application,
Germplas3048,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2932,New Location DRP2927,2001,12311,1,2,4,5,,,,,Jam application,
Germplas3049,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2933,New Location DRP2928,2001,12312,1,2,4,5,,,,,Jam application,
Germplas3050,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2934,New Location DRP2929,2001,12313,1,2,4,5,,,,,Jam application,
Germplas3051,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2935,New Location DRP2930,2001,12314,1,2,4,5,,,,,Jam application,
Germplas3052,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2936,New Location DRP2931,2001,12315,1,2,4,5,,,,,Jam application,
Germplas3053,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2937,New Location DRP2932,2001,12316,1,2,4,5,,,,,Jam application,
Germplas3054,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2938,New Location DRP2933,2001,12317,1,2,4,5,,,,,Jam application,
Germplas3055,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2939,New Location DRP2934,2001,12318,1,2,4,5,,,,,Jam application,
Germplas3056,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2940,New Location DRP2935,2001,12319,1,2,4,5,,,,,Jam application,
Germplas3057,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2941,New Location DRP2936,2001,12320,1,2,4,5,,,,,Jam application,
Germplas3058,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2942,New Location DRP2937,2001,12321,1,2,4,5,,,,,Jam application,
Germplas3059,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2943,New Location DRP2938,2001,12322,1,2,4,5,,,,,Jam application,
Germplas3060,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2944,New Location DRP2939,2001,12323,1,2,4,5,,,,,Jam application,
Germplas3061,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2945,New Location DRP2940,2001,12324,1,2,4,5,,,,,Jam application,
Germplas3062,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2946,New Location DRP2941,2001,12325,1,2,4,5,,,,,Jam application,
Germplas3063,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2947,New Location DRP2942,2001,12326,1,2,4,5,,,,,Jam application,
Germplas3064,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2948,New Location DRP2943,2001,12327,1,2,4,5,,,,,Jam application,
Germplas3065,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2949,New Location DRP2944,2001,12328,1,2,4,5,,,,,Jam application,
Germplas3066,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2950,New Location DRP2945,2001,12329,1,2,4,5,,,,,Jam application,
Germplas3067,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2951,New Location DRP2946,2001,12330,1,2,4,5,,,,,Jam application,
Germplas3068,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2952,New Location DRP2947,2001,12331,1,2,4,5,,,,,Jam application,
Germplas3069,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2953,New Location DRP2948,2001,12332,1,2,4,5,,,,,Jam application,
Germplas3070,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2954,New Location DRP2949,2001,12333,1,2,4,5,,,,,Jam application,
Germplas3071,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2955,New Location DRP2950,2001,12334,1,2,4,5,,,,,Jam application,
Germplas3072,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2956,New Location DRP2951,2001,12335,1,2,4,5,,,,,Jam application,
Germplas3073,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2957,New Location DRP2952,2001,12336,1,2,4,5,,,,,Jam application,
Germplas3074,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2958,New Location DRP2953,2001,12337,1,2,4,5,,,,,Jam application,
Germplas3075,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2959,New Location DRP2954,2001,12338,1,2,4,5,,,,,Jam application,
Germplas3076,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2960,New Location DRP2955,2001,12339,1,2,4,5,,,,,Jam application,
Germplas3077,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2961,New Location DRP2956,2001,12340,1,2,4,5,,,,,Jam application,
Germplas3078,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2962,New Location DRP2957,2001,12341,1,2,4,5,,,,,Jam application,
Germplas3079,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2963,New Location DRP2958,2001,12342,1,2,4,5,,,,,Jam application,
Germplas3080,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2964,New Location DRP2959,2001,12343,1,2,4,5,,,,,Jam application,
Germplas3081,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2965,New Location DRP2960,2001,12344,1,2,4,5,,,,,Jam application,
Germplas3082,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2966,New Location DRP2961,2001,12345,1,2,4,5,,,,,Jam application,
Germplas3083,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2967,New Location DRP2962,2001,12346,1,2,4,5,,,,,Jam application,
Germplas3084,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2968,New Location DRP2963,2001,12347,1,2,4,5,,,,,Jam application,
Germplas3085,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2969,New Location DRP2964,2001,12348,1,2,4,5,,,,,Jam application,
Germplas3086,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2970,New Location DRP2965,2001,12349,1,2,4,5,,,,,Jam application,
Germplas3087,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2971,New Location DRP2966,2001,12350,1,2,4,5,,,,,Jam application,
Germplas3088,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2972,New Location DRP2967,2001,12351,1,2,4,5,,,,,Jam application,
Germplas3089,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2973,New Location DRP2968,2001,12352,1,2,4,5,,,,,Jam application,
Germplas3090,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2974,New Location DRP2969,2001,12353,1,2,4,5,,,,,Jam application,
Germplas3091,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2975,New Location DRP2970,2001,12354,1,2,4,5,,,,,Jam application,
Germplas3092,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2976,New Location DRP2971,2001,12355,1,2,4,5,,,,,Jam application,
Germplas3093,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2977,New Location DRP2972,2001,12356,1,2,4,5,,,,,Jam application,
Germplas3094,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2978,New Location DRP2973,2001,12357,1,2,4,5,,,,,Jam application,
Germplas3095,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2979,New Location DRP2974,2001,12358,1,2,4,5,,,,,Jam application,
Germplas3096,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2980,New Location DRP2975,2001,12359,1,2,4,5,,,,,Jam application,
Germplas3097,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2981,New Location DRP2976,2001,12360,1,2,4,5,,,,,Jam application,
Germplas3098,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2982,New Location DRP2977,2001,12361,1,2,4,5,,,,,Jam application,
Germplas3099,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2983,New Location DRP2978,2001,12362,1,2,4,5,,,,,Jam application,
Germplas3100,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2984,New Location DRP2979,2001,12363,1,2,4,5,,,,,Jam application,
Germplas3101,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2985,New Location DRP2980,2001,12364,1,2,4,5,,,,,Jam application,
Germplas3102,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2986,New Location DRP2981,2001,12365,1,2,4,5,,,,,Jam application,
Germplas3103,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2987,New Location DRP2982,2001,12366,1,2,4,5,,,,,Jam application,
Germplas3104,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2988,New Location DRP2983,2001,12367,1,2,4,5,,,,,Jam application,
Germplas3105,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2989,New Location DRP2984,2001,12368,1,2,4,5,,,,,Jam application,
Germplas3106,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2990,New Location DRP2985,2001,12369,1,2,4,5,,,,,Jam application,
Germplas3107,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2991,New Location DRP2986,2001,12370,1,2,4,5,,,,,Jam application,
Germplas3108,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2992,New Location DRP2987,2001,12371,1,2,4,5,,,,,Jam application,
Germplas3109,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2993,New Location DRP2988,2001,12372,1,2,4,5,,,,,Jam application,
Germplas3110,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2994,New Location DRP2989,2001,12373,1,2,4,5,,,,,Jam application,
Germplas3111,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2995,New Location DRP2990,2001,12374,1,2,4,5,,,,,Jam application,
Germplas3112,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2996,New Location DRP2991,2001,12375,1,2,4,5,,,,,Jam application,
Germplas3113,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2997,New Location DRP2992,2001,12376,1,2,4,5,,,,,Jam application,
Germplas3114,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2998,New Location DRP2993,2001,12377,1,2,4,5,,,,,Jam application,
Germplas3115,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 2999,New Location DRP2994,2001,12378,1,2,4,5,,,,,Jam application,
Germplas3116,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3000,New Location DRP2995,2001,12379,1,2,4,5,,,,,Jam application,
Germplas3117,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3001,New Location DRP2996,2001,12380,1,2,4,5,,,,,Jam application,
Germplas3118,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3002,New Location DRP2997,2001,12381,1,2,4,5,,,,,Jam application,
Germplas3119,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3003,New Location DRP2998,2001,12382,1,2,4,5,,,,,Jam application,
Germplas3120,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3004,New Location DRP2999,2001,12383,1,2,4,5,,,,,Jam application,
Germplas3121,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3005,New Location DRP3000,2001,12384,1,2,4,5,,,,,Jam application,
Germplas3122,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3006,New Location DRP3001,2001,12385,1,2,4,5,,,,,Jam application,
Germplas3123,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3007,New Location DRP3002,2001,12386,1,2,4,5,,,,,Jam application,
Germplas3124,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3008,New Location DRP3003,2001,12387,1,2,4,5,,,,,Jam application,
Germplas3125,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3009,New Location DRP3004,2001,12388,1,2,4,5,,,,,Jam application,
Germplas3126,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3010,New Location DRP3005,2001,12389,1,2,4,5,,,,,Jam application,
Germplas3127,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3011,New Location DRP3006,2001,12390,1,2,4,5,,,,,Jam application,
Germplas3128,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3012,New Location DRP3007,2001,12391,1,2,4,5,,,,,Jam application,
Germplas3129,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3013,New Location DRP3008,2001,12392,1,2,4,5,,,,,Jam application,
Germplas3130,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3014,New Location DRP3009,2001,12393,1,2,4,5,,,,,Jam application,
Germplas3131,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3015,New Location DRP3010,2001,12394,1,2,4,5,,,,,Jam application,
Germplas3132,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3016,New Location DRP3011,2001,12395,1,2,4,5,,,,,Jam application,
Germplas3133,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3017,New Location DRP3012,2001,12396,1,2,4,5,,,,,Jam application,
Germplas3134,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3018,New Location DRP3013,2001,12397,1,2,4,5,,,,,Jam application,
Germplas3135,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3019,New Location DRP3014,2001,12398,1,2,4,5,,,,,Jam application,
Germplas3136,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3020,New Location DRP3015,2001,12399,1,2,4,5,,,,,Jam application,
Germplas3137,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3021,New Location DRP3016,2001,12400,1,2,4,5,,,,,Jam application,
Germplas3138,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3022,New Location DRP3017,2001,12401,1,2,4,5,,,,,Jam application,
Germplas3139,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3023,New Location DRP3018,2001,12402,1,2,4,5,,,,,Jam application,
Germplas3140,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3024,New Location DRP3019,2001,12403,1,2,4,5,,,,,Jam application,
Germplas3141,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3025,New Location DRP3020,2001,12404,1,2,4,5,,,,,Jam application,
Germplas3142,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3026,New Location DRP3021,2001,12405,1,2,4,5,,,,,Jam application,
Germplas3143,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3027,New Location DRP3022,2001,12406,1,2,4,5,,,,,Jam application,
Germplas3144,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3028,New Location DRP3023,2001,12407,1,2,4,5,,,,,Jam application,
Germplas3145,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3029,New Location DRP3024,2001,12408,1,2,4,5,,,,,Jam application,
Germplas3146,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3030,New Location DRP3025,2001,12409,1,2,4,5,,,,,Jam application,
Germplas3147,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3031,New Location DRP3026,2001,12410,1,2,4,5,,,,,Jam application,
Germplas3148,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3032,New Location DRP3027,2001,12411,1,2,4,5,,,,,Jam application,
Germplas3149,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3033,New Location DRP3028,2001,12412,1,2,4,5,,,,,Jam application,
Germplas3150,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3034,New Location DRP3029,2001,12413,1,2,4,5,,,,,Jam application,
Germplas3151,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3035,New Location DRP3030,2001,12414,1,2,4,5,,,,,Jam application,
Germplas3152,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3036,New Location DRP3031,2001,12415,1,2,4,5,,,,,Jam application,
Germplas3153,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3037,New Location DRP3032,2001,12416,1,2,4,5,,,,,Jam application,
Germplas3154,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3038,New Location DRP3033,2001,12417,1,2,4,5,,,,,Jam application,
Germplas3155,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3039,New Location DRP3034,2001,12418,1,2,4,5,,,,,Jam application,
Germplas3156,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3040,New Location DRP3035,2001,12419,1,2,4,5,,,,,Jam application,
Germplas3157,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3041,New Location DRP3036,2001,12420,1,2,4,5,,,,,Jam application,
Germplas3158,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3042,New Location DRP3037,2001,12421,1,2,4,5,,,,,Jam application,
Germplas3159,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3043,New Location DRP3038,2001,12422,1,2,4,5,,,,,Jam application,
Germplas3160,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3044,New Location DRP3039,2001,12423,1,2,4,5,,,,,Jam application,
Germplas3161,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3045,New Location DRP3040,2001,12424,1,2,4,5,,,,,Jam application,
Germplas3162,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3046,New Location DRP3041,2001,12425,1,2,4,5,,,,,Jam application,
Germplas3163,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3047,New Location DRP3042,2001,12426,1,2,4,5,,,,,Jam application,
Germplas3164,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3048,New Location DRP3043,2001,12427,1,2,4,5,,,,,Jam application,
Germplas3165,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3049,New Location DRP3044,2001,12428,1,2,4,5,,,,,Jam application,
Germplas3166,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3050,New Location DRP3045,2001,12429,1,2,4,5,,,,,Jam application,
Germplas3167,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3051,New Location DRP3046,2001,12430,1,2,4,5,,,,,Jam application,
Germplas3168,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3052,New Location DRP3047,2001,12431,1,2,4,5,,,,,Jam application,
Germplas3169,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3053,New Location DRP3048,2001,12432,1,2,4,5,,,,,Jam application,
Germplas3170,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3054,New Location DRP3049,2001,12433,1,2,4,5,,,,,Jam application,
Germplas3171,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3055,New Location DRP3050,2001,12434,1,2,4,5,,,,,Jam application,
Germplas3172,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3056,New Location DRP3051,2001,12435,1,2,4,5,,,,,Jam application,
Germplas3173,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3057,New Location DRP3052,2001,12436,1,2,4,5,,,,,Jam application,
Germplas3174,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3058,New Location DRP3053,2001,12437,1,2,4,5,,,,,Jam application,
Germplas3175,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3059,New Location DRP3054,2001,12438,1,2,4,5,,,,,Jam application,
Germplas3176,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3060,New Location DRP3055,2001,12439,1,2,4,5,,,,,Jam application,
Germplas3177,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3061,New Location DRP3056,2001,12440,1,2,4,5,,,,,Jam application,
Germplas3178,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3062,New Location DRP3057,2001,12441,1,2,4,5,,,,,Jam application,
Germplas3179,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3063,New Location DRP3058,2001,12442,1,2,4,5,,,,,Jam application,
Germplas3180,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3064,New Location DRP3059,2001,12443,1,2,4,5,,,,,Jam application,
Germplas3181,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3065,New Location DRP3060,2001,12444,1,2,4,5,,,,,Jam application,
Germplas3182,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3066,New Location DRP3061,2001,12445,1,2,4,5,,,,,Jam application,
Germplas3183,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3067,New Location DRP3062,2001,12446,1,2,4,5,,,,,Jam application,
Germplas3184,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3068,New Location DRP3063,2001,12447,1,2,4,5,,,,,Jam application,
Germplas3185,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3069,New Location DRP3064,2001,12448,1,2,4,5,,,,,Jam application,
Germplas3186,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3070,New Location DRP3065,2001,12449,1,2,4,5,,,,,Jam application,
Germplas3187,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3071,New Location DRP3066,2001,12450,1,2,4,5,,,,,Jam application,
Germplas3188,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 3072,New Location DRP3067,2001,12451,1,2,4,5,,,,,Jam application,
